word,category
adquirible,positive
adrenalina,positive
adrenocorticotrópico,positive
adsorbato,positive
adsorbible,positive
adueñarse,positive
adulto,positive
advanced,positive
advice,positive
adyacente,positive
aéreo,positive
aerobio,positive
aerófilo,positive
aerotransportado,positive
afabilidad,positive
afección,positive
afectividad,positive
afectivo,positive
afectuosamente,positive
afectuosidad,positive
afectuoso,positive
afervorizar,positive
afianzarse,positive
afición,positive
aficionar,positive
aficionarse,positive
afilado,positive
afiladora,positive
afiliado,positive
afinación,positive
afinamiento,positive
afinar,positive
afinidad,positive
aflautado,positive
aforístico,positive
afortunadamente,positive
africada,positive
afrutado,positive
agasajar,positive
agenciar,positive
agente,positive
agil,positive
agotable,positive
agrada,positive
agradado,positive
agradar,positive
agradecer,positive
agradecimiento,positive
agrado,positive
agrandar,positive
agregado,positive
agua,positive
agudizar,positive
aguzar,positive
ahínco,positive
ahíto,positive
ahorquillado,positive
ahorrador,positive
ahorrativo,positive
ahumado,positive
ahusado,positive
ahusar,positive
aire,positive
aireado,positive
airosidad,positive
airoso,positive
ajustable,positive
ajustado,positive
ajustar,positive
alabando,positive
alabanzas,positive
alabar,positive
alacridad,positive
alado,positive
alambre,positive
alazán,positive
alba,positive
alborada,positive
alborozar,positive
alborozo,positive
alcalescente,positive
alcalótico,positive
alcanforado,positive
alcanforar,positive
alcanzado,positive
alcanzar,positive
alcista,positive
alcoholizado,positive
alcotana,positive
alegrar,positive
alegremente,positive
alelamiento,positive
alelar,positive
alentador,positive
alerta,positive
aleteo,positive
alfabetismo,positive
alfiler,positive
alfombrar,positive
algodón,positive
algoritmo,positive
alguien,positive
algún,positive
alguno,positive
alianza,positive
aliciente,positive
aliento,positive
alifático,positive
aliforme,positive
aligerar,positive
alimenticio,positive
alineado,positive
alistado,positive
alistar,positive
allá,positive
allegar,positive
allegro,positive
allunyat,positive
alpenstock,positive
alquilable,positive
altar,positive
alternado,positive
alternante,positive
alternativa,positive
alterne,positive
alterno,positive
alteza,positive
altilocuente,positive
altiveza,positive
altruismo,positive
altruísta,positive
alucinado,positive
alucinante,positive
alucinógeno,positive
alzado,positive
alzar,positive
ama,positive
amablemente,positive
amada,positive
amado,positive
amaestrado,positive
amaestrar,positive
amalgamado,positive
amalgamativo,positive
amamantar,positive
amanecida,positive
amar,positive
amárico,positive
amarillento,positive
amartelado,positive
amartelar,positive
amatista,positive
amativo,positive
amatorio,positive
ambidiestro,positive
ambiente,positive
ámbito,positive
ambrosiaco,positive
ambrosíaco,positive
ameliorar,positive
ameno,positive
amentífero,positive
ametista,positive
amigabilidad,positive
amigable,positive
amigablemente,positive
amigos,positive
amistosa,positive
amistosamente,positive
amniocentesis,positive
amo,positive
amoblar,positive
amonestaciones,positive
amorosamente,positive
amorosas,positive
amorosidad,positive
amortización,positive
amotinado,positive
amotinador,positive
amovible,positive
ampliamente,positive
amplio,positive
amueblado,positive
amuleto,positive
anabaptismo,positive
anabolismo,positive
anaclisis,positive
anacoreta,positive
anacorítico,positive
añadible,positive
añadir,positive
anagógico,positive
analéptico,positive
analgético,positive
análisis,positive
analizable,positive
analizado,positive
análogo,positive
anamorfismo,positive
anaranjado,positive
anasarcoso,positive
anatomía,positive
anatómica,positive
anatómicamente,positive
anatomista,positive
ancha,positive
anchura,positive
anejo,positive
anfípodo,positive
anfipróstilo,positive
anfiprótico,positive
anfótero,positive
angel,positive
angélicamente,positive
angélico,positive
anglofilia,positive
anglohablante,positive
angloparlante,positive
animación,positive
animadamente,positive
animal,positive
animarse,positive
ánimos,positive
animoso,positive
aniñado,positive
anonadamiento,positive
anonadar,positive
anotador,positive
ansia,positive
antebrazo,positive
antender,positive
antheraea,positive
antiácido,positive
antiadherente,positive
antiápex,positive
antiautoritario,positive
anticipar,positive
anticiparse,positive
anticlimático,positive
anticuario,positive
antifonal,positive
antifonario,positive
antihelmíntico,positive
antílope,positive
antimicrobiano,positive
antimonopolio,positive
antípoda,positive
antitanque,positive
antitóxico,positive
antropofagia,positive
antropomórfico,positive
antroposofía,positive
anual,positive
anuencia,positive
anverso,positive
apacible,positive
apaciguable,positive
apaciguador,positive
apaciguar,positive
apaciguarse,positive
apadrinamiento,positive
apareado,positive
aparente,positive
apasionadamente,positive
apasionamiento,positive
apasionante,positive
apátrida,positive
apegado,positive
apego,positive
apelable,positive
apelación,positive
apelar,positive
apertura,positive
apetecer,positive
apetitoso,positive
apical,positive
aplacable,positive
aplacamiento,positive
aplanético,positive
aplauso,positive
aplicabilidad,positive
aplicable,positive
aplicada,positive
aplicado,positive
aplicarse,positive
aplomar,positive
apocárpico,positive
apócope,positive
apócrifo,positive
apocromático,positive
apodar,positive
apoderamiento,positive
apodíctico,positive
apología,positive
aporte,positive
apoteósico,positive
apoya,positive
apoyabrazos,positive
apoyado,positive
apoyar,positive
apoyarse,positive
apoyo,positive
aprecia,positive
apreciable,positive
apreciado,positive
aprecio,positive
aprendido,positive
aprestar,positive
aprestarse,positive
aprobativo,positive
aprovechable,positive
aprovisionador,positive
aquietar,positive
arable,positive
arbitrable,positive
arbitrio,positive
árboles,positive
arcadiano,positive
arcaísta,positive
archivo,positive
arcoiris,positive
ardientemente,positive
argénteo,positive
argentífero,positive
argot,positive
aridad,positive
ariete,positive
aristotelismo,positive
aritmética,positive
aritméticamente,positive
arlequinada,positive
arminianismo,positive
armonioso,positive
armonizar,positive
arponear,positive
arqueado,positive
arracimado,positive
arreglar,positive
arreglarse,positive
arreglo,positive
arriba,positive
arrobamiento,positive
arrobo,positive
arrocinar,positive
arrojado,positive
arrojo,positive
arrollador,positive
arrullo,positive
artefacto,positive
arterial,positive
artes,positive
artesanal,positive
artesanía,positive
articulado,positive
artística,positive
ascendente,positive
ascendible,positive
ascendiente,positive
aseado,positive
asegurado,positive
asegurando,positive
asentista,positive
aseo,positive
aséptico,positive
aserrar,positive
asesora,positive
asesoramiento,positive
asibilación,positive
asíduo,positive
asignado,positive
asignatura,positive
asimilable,positive
asimilador,positive
asintomático,positive
asistido,positive
asociable,positive
asombrado,positive
asombramiento,positive
asombrar,positive
asombrosamente,positive
asonante,positive
asordar,positive
aspiraciones,positive
aspirante,positive
astado,positive
asterión,positive
astronave,positive
astuta,positive
ataráxico,positive
ataviado,positive
ataviarse,positive
atávico,positive
atemperar,positive
atendido,positive
atentamente,positive
atenuante,positive
atestado,positive
atildar,positive
atlética,positive
atletismo,positive
atonal,positive
atorar,positive
atorvastatina,positive
atractividad,positive
atractor,positive
atraer,positive
atraíble,positive
atrayente,positive
atrayentemente,positive
atribuible,positive
atribuíble,positive
atribuirse,positive
atuendo,positive
audibilidad,positive
audible,positive
audiovisual,positive
auge,positive
augurio,positive
augusto,positive
aurora,positive
auspicio,positive
autentificar,positive
autillo,positive
autoadulación,positive
autobombo,positive
autobús,positive
autocine,positive
autocomplacencia,positive
autocontrol,positive
autodidacta,positive
autoengaño,positive
autofecundado,positive
autogénesis,positive
autoimpuesto,positive
automática,positive
automático,positive
automatizado,positive
autónomo,positive
autopolinizado,positive
autorrespeto,positive
autosatisfacción,positive
autosatisfecho,positive
autosuficiencia,positive
autosuficiente,positive
autótrofa,positive
autotrófica,positive
autovolquete,positive
auxiliar,positive
auxilio,positive
available,positive
aval,positive
avalar,positive
avançat,positive
avances,positive
avanzarse,positive
avenencia,positive
avenirse,positive
aventura,positive
averiguable,positive
avidez,positive
ávido,positive
aviejarse,positive
aviso,positive
avispado,positive
avistamiento,positive
avivado,positive
avivar,positive
axénico,positive
axiología,positive
ayudado,positive
ayuno,positive
ázimo,positive
azitromicina,positive
azucarar,positive
azul,positive
azul marino,positive
azulado,positive
bacanales,positive
bactericida,positive
balance,positive
balido,positive
balonvolea,positive
banas,positive
barrado,positive
barrenar,positive
barriendo,positive
barrigón,positive
barrigudo,positive
basa,positive
basamento,positive
basofílico,positive
basta,positive
bastar,positive
batea,positive
bateo,positive
beatificación,positive
beatificado,positive
beatífico,positive
beatitud,positive
beato,positive
beige,positive
beldad,positive
bella,positive
bellamente,positive
bello,positive
bendecido,positive
benéfica,positive
beneficencia,positive
beneficiado,positive
beneficiar,positive
beneficiario,positive
beneficiarse,positive
beneficios,positive
beneficiosamente,positive
benéfico,positive
beneplácito,positive
benévolamente,positive
benevolente,positive
benévolo,positive
benignamente,positive
benignidad,positive
bentos,positive
berberecho,positive
bermejo,positive
bestializar,positive
biblioteconomía,positive
bicromatado,positive
bien,positive
bienal,positive
bienandanza,positive
bienaventurado,positive
bienaventuranza,positive
bienestar,positive
bienhablado,positive
bienhechor,positive
bienintencionado,positive
bienquerencia,positive
bienquerer,positive
bienvenido,positive
bienvenidos,positive
bies,positive
bífido,positive
bifurcado,positive
bigémino,positive
bigenérico,positive
bilabial,positive
bilateral,positive
bilineal,positive
billete,positive
bimestral,positive
biodegradable,positive
bioensayo,positive
bioética,positive
biológicamente,positive
biológicos,positive
biologismo,positive
bioluminiscente,positive
biomédica,positive
bioquímico,positive
bioscopio,positive
bioterio,positive
bíparo,positive
bipartido,positive
bisílabo,positive
bizantinismo,positive
bizarro,positive
bizbirondo,positive
blanca,positive
blando,positive
blanducho,positive
blandura,positive
blasfemador,positive
blasonado,positive
bloqueante,positive
bocón,positive
boda,positive
bodhisatwa,positive
bodijo,positive
bofetón,positive
bolchevizar,positive
bollo,positive
bonachón,positive
bondadosamente,positive
bondadoso,positive
bonhomía,positive
bonificación,positive
bonificaciones,positive
bonito,positive
boom,positive
boquiabierto,positive
bordeado,positive
borra,positive
borrable,positive
borriquete,positive
botas,positive
bracamante,positive
braco,positive
brahmanismo,positive
brámidos,positive
breve,positive
breviario,positive
brillando,positive
brillantemente,positive
brillantez,positive
brioso,positive
brisa,positive
bromear,positive
bruñido,positive
bruno,positive
brut,positive
buenas,positive
buenaventura,positive
buey,positive
bufete,positive
bufónidos,positive
buril,positive
burlar,positive
butaca,positive
butacón,positive
butiráceo,positive
cabal,positive
cabalístico,positive
caballeresco,positive
caballerosidad,positive
caballeroso,positive
cabecera,positive
cabezal,positive
cable,positive
cableado,positive
cacao,positive
cachet,positive
cachivache,positive
